price_date,open_price,close_price,high_price,low_price,volume,ticker,sector
2020-03-20,59.67011183513416,55.33933639526367,60.7926402539027,55.03999474688709,401693200,AAPL,Technology
2020-03-23,55.05932030955582,54.16371154785156,55.160709355187784,51.324807219579434,336752800,AAPL,Technology
2020-03-24,57.05812866753022,59.597694396972656,59.79323063321941,56.56083807077307,287531200,AAPL,Technology
2020-03-25,60.53192552123785,59.269386291503906,62.34245170831376,58.97487373705756,303602000,AAPL,Technology
2020-03-26,59.51079529315195,62.38832473754883,62.44625922344338,59.472169846872056,252087200,AAPL,Technology
2020-03-27,61.01473571142301,59.80530548095703,61.767913466106,59.638736473627105,204216800,AAPL,Technology
2020-03-30,60.529513617295876,61.51202392578125,61.683422027854625,60.206030134757754,167976400,AAPL,Technology
2020-03-31,61.70273919270683,61.386497497558594,63.366005560924876,60.833685075362965,197002000,AAPL,Technology
2020-04-01,59.505973395261975,58.15652847290039,60.04188955581618,57.726830460711994,176218400,AAPL,Technology
2020-04-02,58.018915768998035,59.126956939697266,59.18006600388776,57.188487147319506,165934000,AAPL,Technology
2020-04-03,58.6127685713981,58.277217864990234,59.31283722451452,57.68819275537644,129880000,AAPL,Technology
2020-04-06,60.568135335844495,63.361175537109375,63.51566994282337,60.201204676104986,201820400,AAPL,Technology
2020-04-07,65.3720764386448,62.6273193359375,65.5893455207901,62.52351758063344,202887200,AAPL,Technology
2020-04-08,63.426377044606376,64.23025512695312,64.54407684795063,63.061862632351435,168895200,AAPL,Technology
2020-04-09,64.86510443692977,64.6937026977539,65.19582595653276,63.899490719175986,161834800,AAPL,Technology
2020-04-13,64.77096719479518,65.9635009765625,66.07213548949194,64.17228391165321,131022800,AAPL,Technology
2020-04-14,67.59299170512948,69.29488372802734,69.58457092501276,67.12225185179103,194994800,AAPL,Technology
2020-04-15,68.17235803124424,68.66240692138672,69.12107217268907,67.74507641878203,131154400,AAPL,Technology
2020-04-16,69.37454631683273,69.20797729492188,69.57249897577765,68.16028687860133,157125200,AAPL,Technology
2020-04-17,68.72516178272222,68.26890563964844,69.27073604048029,66.83496828577375,215250000,AAPL,Technology
2020-04-20,67.09811926901436,66.85188293457031,67.99854979022932,66.83257389218826,130015200,AAPL,Technology
2020-04-21,66.69497985985144,64.78547668457031,66.92914162387588,64.0757495798799,180991600,AAPL,Technology
2020-04-22,66.05040482183006,66.65150451660156,67.08602784822331,65.71003238672124,116862400,AAPL,Technology
2020-04-23,66.59598178954948,66.39320373535156,68.01543553598502,66.35457829164004,124814400,AAPL,Technology
2020-04-24,66.91704122865521,68.3099365234375,68.31959472449138,66.86875759043463,126161200,AAPL,Technology
2020-04-27,68.02748643097968,68.35821533203125,68.68893686603447,67.58089596071159,117087600,AAPL,Technology
2020-04-28,68.81929803212363,67.25017547607422,69.0003506347447,67.15844834573424,112004800,AAPL,Technology
2020-04-29,68.73483476728254,69.45904541015625,69.92736888191205,68.53205667132409,137280800,AAPL,Technology
2020-04-30,69.9973432879905,70.92433166503906,71.10055883816591,69.6086872641838,183064000,AAPL,Technology
2020-05-01,69.1017567929507,69.78251647949219,72.17965163700352,69.00519685948858,240616800,AAPL,Technology
2020-05-04,69.8066465413913,70.76984405517578,70.8977876030395,69.11864515995262,133568000,AAPL,Technology
2020-05-05,71.2285073158129,71.83201599121094,72.66244451792257,71.08366376030753,147751200,AAPL,Technology
2020-05-06,72.53209353947886,72.57313537597656,73.20319497472518,72.14826285856589,142333600,AAPL,Technology
2020-05-07,73.19837876119128,73.32390594482422,73.66911859215423,72.89662434827942,115215200,AAPL,Technology
2020-05-08,73.98231154076618,75.06914520263672,75.122398042806,73.65553308459083,133838400,AAPL,Technology
2020-05-11,74.57777409776222,76.2503890991211,76.74418013279127,74.36960120604306,145946400,AAPL,Technology
2020-05-12,76.93297679324957,75.37897491455078,77.3832066763356,75.25794640867731,162301200,AAPL,Technology
2020-05-13,75.55809041384309,74.46883392333984,76.47791143801962,73.39410026175051,200622400,AAPL,Technology
2020-05-14,73.70876155896555,74.92630767822266,74.98682191354754,72.98742921457588,158929200,AAPL,Technology
2020-05-15,72.70183914100667,74.4833755493164,74.52936698148157,72.66794760699226,166348400,AAPL,Technology
2020-05-18,75.80498172029709,76.2382583618164,76.611028150083,75.11511790410643,135178400,AAPL,Technology
2020-05-19,76.25520568719914,75.79772186279297,77.09998213452099,75.76625327530091,101729600,AAPL,Technology
2020-05-20,76.65460843756124,77.27185821533203,77.34204942619355,76.6158784313997,111504800,AAPL,Technology
2020-05-21,77.13387754437865,76.69575500488281,77.67366726497515,76.4585365069764,102688800,AAPL,Technology
2020-05-22,76.43434344951643,77.18956756591797,77.27186606725144,76.3326836366315,81803200,AAPL,Technology
2020-05-26,78.3054252019707,76.66670227050781,78.48454498542678,76.6110265113562,125522000,AAPL,Technology
2020-05-27,76.52391007078806,77.0007553100586,77.14599099987917,75.78563172544763,112945200,AAPL,Technology
2020-05-28,76.67638285095582,77.03462982177734,78.29090607267398,76.4004417495467,133560800,AAPL,Technology
2020-05-29,77.27669643163954,76.95960235595703,77.73660324937043,76.60377827424547,153532400,AAPL,Technology
2020-06-01,76.91359380175058,77.9060287475586,78.02705721931588,76.78288098389504,80791200,AAPL,Technology
2020-06-02,77.63976650286615,78.26669311523438,78.2909002875674,77.19922108217762,87642800,AAPL,Technology
2020-06-03,78.58621903033732,78.69756317138672,78.95898884323296,78.01496072344597,104491200,AAPL,Technology
2020-06-04,78.52087329742372,78.01981353759766,78.81859867793425,77.64704369151033,87560400,AAPL,Technology
2020-06-05,78.26913445919533,80.24189758300781,80.3024118345787,78.24008880036028,137250400,AAPL,Technology
2020-06-08,79.93932296340279,80.71632385253906,80.75021537775042,79.23009773769596,95654400,AAPL,Technology
2020-06-09,80.39682040985336,83.26519012451172,83.6573213064147,80.3653518160227,147712400,AAPL,Technology
2020-06-10,84.21162466782144,85.40738677978516,85.87455499385788,83.77350211039672,166651600,AAPL,Technology
2020-06-11,84.5529390302518,81.30695343017578,84.97653882509627,81.20529361612985,201662400,AAPL,Technology
2020-06-12,83.44187634114364,82.00889587402344,84.18740853476542,80.90027823694467,200146000,AAPL,Technology
2020-06-15,80.66551421261995,83.02314758300781,83.67428165703403,80.5033327342177,138808800,AAPL,Technology
2020-06-16,85.07333742619001,85.2234115600586,85.49452156139306,83.44187587324252,165428800,AAPL,Technology
2020-06-17,85.96654258564811,85.10482025146484,86.02705683600927,84.98379175074255,114406400,AAPL,Technology
2020-06-18,85.06125001022909,85.13871002197266,85.55504835135272,84.53114459703605,96820400,AAPL,Technology
2020-06-19,85.8430918789263,84.65216827392578,86.30783714893171,83.54596609025744,264476000,AAPL,Technology
2020-06-22,85.0443003318489,86.86698913574219,87.00980187063504,84.99830891368086,135445200,AAPL,Technology
2020-06-23,88.10874933547481,88.72115325927734,90.13718820813904,87.68998805980996,212155600,AAPL,Technology
2020-06-24,88.3508144843821,87.1550521850586,89.26821268122214,86.78228229668392,192623200,AAPL,Technology
2020-06-25,87.30994555491553,88.31205749511719,88.35078749388231,86.55230611311778,137522400,AAPL,Technology
2020-06-26,88.20798383985682,85.5986099243164,88.42825657527817,85.45095132716905,205256800,AAPL,Technology
2020-06-29,85.50661981464565,87.57136535644531,87.66577111516035,85.02976731524565,130646000,AAPL,Technology
2020-06-30,87.15988171149978,88.3023910522461,88.58802392767775,87.14052040168764,140223200,AAPL,Technology
2020-07-01,88.37984062385425,88.13536071777344,88.92204587845694,88.08695375546539,110737200,AAPL,Technology
2020-07-02,89.04065881814572,88.13536071777344,89.67484690422407,88.02160103220285,114041600,AAPL,Technology
2020-07-06,89.56108299075036,90.49300384521484,90.9601720457748,89.52961440129422,118655600,AAPL,Technology
2020-07-07,90.87060685450933,90.21221160888672,91.64760765010688,90.10086747244101,112424400,AAPL,Technology
2020-07-08,91.18769953716944,92.31326293945312,92.34473152661032,91.10055518911935,117092000,AAPL,Technology
2020-07-09,93.20402645939578,92.71023559570312,93.25727928434208,91.66454778966232,125642800,AAPL,Technology
2020-07-10,92.30600122922262,92.8724136352539,92.93051232943125,91.69602034280251,90257200,AAPL,Technology
2020-07-13,94.17469096863013,92.44398498535156,96.77922651804644,92.23097365442625,191649200,AAPL,Technology
2020-07-14,91.82671884066302,93.97377014160156,94.16498980895781,90.89480551473416,170989200,AAPL,Technology
2020-07-15,95.84487913129125,94.62007141113281,96.09419752364778,93.42430934647335,153198000,AAPL,Technology
2020-07-16,93.49451003316076,93.45578002929688,94.31024088700049,92.85789898357274,110577600,AAPL,Technology
2020-07-17,93.90598633783999,93.26695251464844,94.06089892749817,92.79493855947327,92186800,AAPL,Technology
2020-07-20,93.35412562962276,95.23248291015625,95.37045717183655,93.01040144233045,90318000,AAPL,Technology
2020-07-21,96.02158957813295,93.9181137084961,96.09662665534265,93.66879530005893,103433200,AAPL,Technology
2020-07-22,93.62038702393836,94.18196105957031,94.86214066616996,93.53325004616464,89001600,AAPL,Technology
2020-07-23,93.91568941051719,89.89512634277344,93.99314942038049,89.08665688068213,197004400,AAPL,Technology
2020-07-24,88.0966309470678,89.67241668701172,90.016140810345,86.31266499943915,185438800,AAPL,Technology
2020-07-27,90.7326345162056,91.79768371582031,91.88966654711753,90.50994623863684,121214000,AAPL,Technology
2020-07-28,91.36924487069622,90.2896728515625,91.54594911832494,90.2848269844815,103625600,AAPL,Technology
2020-07-29,90.77134821611126,92.0203628540039,92.20432848355908,90.73504115422307,90329200,AAPL,Technology
2020-07-30,91.1949712384762,93.13385009765625,93.23793283077006,90.7883172670131,158130000,AAPL,Technology
2020-07-31,99.61612680199143,102.88389587402344,103.03397001244983,97.62157236005555,374336800,AAPL,Technology
2020-08-03,104.76227011908288,105.4763412475586,108.0905539794476,104.46454472688619,308151200,AAPL,Technology
2020-08-04,105.6651273181697,106.18070983886719,107.26996618839969,104.94379489849536,173071600,AAPL,Technology
2020-08-05,105.9023409518437,106.5655746459961,106.88509160009556,105.43758834706337,121776800,AAPL,Technology
2020-08-06,106.89719478834881,110.2835693359375,110.77736760867772,106.30899814130089,202428800,AAPL,Technology
2020-08-07,109.80586023116359,107.77619171142578,110.26174899503663,106.98081367668276,198045600,AAPL,Technology
2020-08-10,109.21903838608283,109.34271240234375,110.35876045671141,106.69710821737102,212403600,AAPL,Technology
2020-08-11,108.60795666047292,106.09087371826172,109.10506522291367,105.83140397675015,187902400,AAPL,Technology
2020-08-12,107.17968129827851,109.61674499511719,109.87378746896775,106.98568949170516,165598000,AAPL,Technology
2020-08-13,110.9940770606822,111.5566635131836,112.55816241863091,110.5066629686095,210082000,AAPL,Technology
2020-08-14,111.38206488530741,111.45723724365234,111.5469586132698,109.65065854076958,165565200,AAPL,Technology
2020-08-17,112.57756555807367,111.16625213623047,112.60181637912858,110.54062239475888,119561600,AAPL,Technology
2020-08-18,110.91890789561272,112.09257507324219,112.51693852673742,110.58426581680665,105633600,AAPL,Technology
2020-08-19,112.49996719549999,112.23322296142578,113.64453639963617,112.13865437861999,145538000,AAPL,Technology
2020-08-20,112.27446284451047,114.72364807128906,114.83762028422797,112.25748652761663,126907200,AAPL,Technology
2020-08-21,115.6814742972318,120.6356201171875,121.11817961837231,115.6693525872738,338054800,AAPL,Technology
2020-08-24,124.83316679017967,122.07844543457031,124.91804835697145,120.21609797723066,345937600,AAPL,Technology
2020-08-25,120.95329871627834,121.07696533203125,121.42130925505194,119.35768781992573,211495600,AAPL,Technology
2020-08-26,122.39126546065715,122.72348022460938,123.17936898693925,121.32671591454528,163022400,AAPL,Technology
2020-08-27,123.32489273389695,121.25642395019531,123.65710756851145,120.11427449940825,155552400,AAPL,Technology
2020-08-28,122.22881026536905,121.05999755859375,122.64589926041506,120.83690034715939,187630000,AAPL,Technology
2020-08-31,123.7492518971319,125.1654052734375,127.06656032182518,122.2166916072517,225702700,AAPL,Technology
2020-09-01,128.77371625173845,130.1510772705078,130.75247109042868,126.61067882372832,151948100,AAPL,Technology
2020-09-02,133.45865994566697,127.45452117919922,133.8369490459464,123.18664339139957,200119000,AAPL,Technology
2020-09-03,123.09935930505591,117.25041198730469,124.97140134269283,116.8818246649217,257599600,AAPL,Technology
2020-09-04,116.46474975837279,117.3280258178711,119.98575186395645,107.56039029271544,332607200,AAPL,Technology
2020-09-08,110.52849400857393,109.43242645263672,115.41716207276087,109.29663073421304,231366600,AAPL,Technology
2020-09-09,113.7391061983007,113.79730224609375,115.56265389882519,111.79915900187885,176940500,AAPL,Technology
2020-09-10,116.74602745349068,110.08230590820312,116.88182317054356,109.12203408038299,182274400,AAPL,Technology
2020-09-11,111.1298475350325,108.63701629638672,111.77003350464189,106.69706957680837,180860300,AAPL,Technology
2020-09-14,111.27538137934282,111.89616394042969,112.44904864015743,109.41303369608222,140150100,AAPL,Technology
2020-09-15,114.77697452888815,112.07074737548828,115.26196131479541,110.19869808587379,184642000,AAPL,Technology
2020-09-16,111.77007759799923,108.76315307617188,112.51695412354394,108.67585899150183,154679000,AAPL,Technology
2020-09-17,106.42549948987329,107.0268783569336,108.83102975873638,105.44582412860575,178011000,AAPL,Technology
2020-09-18,107.08509211161683,103.6319808959961,107.5506753180143,102.9045006607274,287104900,AAPL,Technology
2020-09-21,101.40103443810513,106.77468872070312,106.88138640178967,100.00427017683465,195713800,AAPL,Technology
2020-09-22,109.29663089711133,108.45275115966797,109.47122644967507,105.8823269140235,183055400,AAPL,Technology
2020-09-23,108.26846907252015,103.9035873413086,108.74375412227577,103.56409061974239,150718700,AAPL,Technology
2020-09-24,102.01212791770884,104.97055053710938,106.93959588038079,101.84723417179123,167743300,AAPL,Technology
2020-09-25,105.17424837255975,108.90864562988281,109.06384497371614,104.4370662899755,149981400,AAPL,Technology
2020-09-28,111.55669562281366,111.50819396972656,111.85738515107656,109.39365066057967,137672400,AAPL,Technology
2020-09-29,111.11048577797068,110.66429138183594,111.84766043177646,110.15990833447874,99382200,AAPL,Technology
2020-09-30,110.37329816208843,112.3326416015625,113.73910777869786,110.2084044241761,142675200,AAPL,Technology
2020-10-01,114.10770215411938,113.2832260131836,114.18530182393523,112.35205217632898,116120400,AAPL,Technology
2020-10-02,109.50031753591523,109.62641143798828,111.90585528542881,108.85043700934379,144712000,AAPL,Technology
2020-10-05,110.4897020352033,113.0019302368164,113.14742776439395,110.14051092914185,106243800,AAPL,Technology
2020-10-06,112.22594886007512,109.76222229003906,112.63334341918222,108.87954271233731,161498200,AAPL,Technology
2020-10-07,111.17836295291494,111.62454986572266,112.08043858541826,110.70307061944358,96849000,AAPL,Technology
2020-10-08,112.75944080327828,111.51787567138672,112.90493833599005,111.14928093514196,83477200,AAPL,Technology
2020-10-09,111.8185743074938,113.45783233642578,113.48693036528995,111.46938316049868,100506900,AAPL,Technology
2020-10-12,116.45502931013961,120.66471862792969,121.42129686008033,115.69845107798898,240226800,AAPL,Technology
2020-10-13,121.5085786649449,117.46379089355469,121.62497815056649,116.0573322604358,262330500,AAPL,Technology
2020-10-14,117.36681956932418,117.55111694335938,119.33586502763562,116.028258506117,150712000,AAPL,Technology
2020-10-15,115.15527990408137,117.08552551269531,117.56081055796655,114.60239518602361,112559200,AAPL,Technology
2020-10-16,117.63840102761567,115.44625854492188,117.90029805270329,115.24256497002679,115393800,AAPL,Technology
2020-10-19,116.35804207693808,112.49755096435547,116.80422908289772,112.1871596819352,120639300,AAPL,Technology
2020-10-20,112.71092747344602,113.98159790039062,115.40746025257594,112.15804282671203,124423700,AAPL,Technology
2020-10-21,113.1668101796244,113.36080932617188,115.14555707254407,112.95341481857757,89946000,AAPL,Technology
2020-10-22,113.92339674553574,112.27444458007812,114.49568501963495,111.14927164811971,101988000,AAPL,Technology
2020-10-23,112.89523260157101,111.58576965332031,113.05043193781697,110.84858760677534,82572600,AAPL,Technology
2020-10-26,110.58670073335905,111.59547424316406,113.05043475532885,109.490625744662,111850700,AAPL,Technology
2020-10-27,112.02225141814819,113.09892272949219,113.75850508779021,111.10077943831497,92276800,AAPL,Technology
2020-10-28,111.5954574737689,107.86105346679688,111.9640447506843,107.76405759395712,143937800,AAPL,Technology
2020-10-29,108.99595640558233,111.85737609863281,113.41903447764516,108.83105523861934,146129200,AAPL,Technology
2020-10-30,107.72525497153092,105.59131622314453,108.62733062614099,104.48554702075934,190272600,AAPL,Technology
2020-11-02,105.83385381515153,105.50405883789062,107.35671255644363,104.09759962980479,122866900,AAPL,Technology
2020-11-03,106.36731546450528,107.12389373779297,108.14236164402186,105.46523966166725,107624400,AAPL,Technology
2020-11-04,110.71279779031768,111.49847412109375,112.119256698551,108.97654397513469,138235500,AAPL,Technology
2020-11-05,114.40838224963099,115.4559555053711,116.02824377297978,113.3608163942021,126387100,AAPL,Technology
2020-11-06,114.96528648231298,115.32479858398438,115.82033327578648,112.83737692583377,114457900,AAPL,Technology
2020-11-09,117.08347300114552,113.02198791503906,118.53122507296646,112.7596464655049,154515300,AAPL,Technology
2020-11-10,112.27383288243148,112.68192291259766,114.25598657554706,110.8940882741732,138023400,AAPL,Technology
2020-11-11,113.86730544980823,116.10208892822266,116.23811890460102,113.13857025646223,112295000,AAPL,Technology
2020-11-12,116.22841115754073,115.83003234863281,117.11260602974937,115.20817889191434,103162300,AAPL,Technology
2020-11-13,116.0535360017511,115.8786392211914,116.27701069114,114.52805029862242,81581900,AAPL,Technology
2020-11-16,115.54827474511946,116.88915252685547,117.55958400464418,114.80010971790968,91183000,AAPL,Technology
2020-11-17,116.16040329852451,116.00493621826172,117.24864320805052,115.58712770640344,74271000,AAPL,Technology
2020-11-18,115.24708227624227,114.68352508544922,116.42277457305377,114.65437685369791,76322100,AAPL,Technology
2020-11-19,114.25596702688232,115.27619934082031,115.68428930116418,113.4980835539356,74113000,AAPL,Technology
2020-11-20,115.27621337018954,114.01306915283203,115.40252482669361,113.96449124482857,73604300,AAPL,Technology
2020-11-23,113.85761126601786,110.62202453613281,114.28513837643995,110.52486130551306,127959300,AAPL,Technology
2020-11-24,110.68032441615657,111.90459442138672,112.56531474410036,109.39774313111327,113874200,AAPL,Technology
2020-11-25,112.27383262938065,112.74021911621094,113.43980625953591,111.90460196313715,76499200,AAPL,Technology
2020-11-27,113.26490259506915,113.28433227539062,114.158816151439,112.92482759135008,46691300,AAPL,Technology
2020-11-30,113.65355580646789,115.6745834350586,117.54014397849063,113.49808872130923,169410200,AAPL,Technology
2020-12-01,117.57901628913943,119.24053192138672,119.96926723797301,116.60736920035771,127728200,AAPL,Technology
2020-12-02,118.56037345602128,119.59032440185547,119.87210294466338,117.4624149241799,89004200,AAPL,Technology
2020-12-03,120.0178419599632,119.45429229736328,120.27047227200518,118.74498667961886,78967600,AAPL,Technology
2020-12-04,119.12394191020984,118.78386688232422,119.37657225081612,118.07456118438024,78260400,AAPL,Technology
2020-12-07,118.8421361387792,120.2413101196289,121.03806032248434,118.78383969393643,86712000,AAPL,Technology
2020-12-08,120.84375108576852,120.85346221923828,121.43645640289948,119.6000365852931,82225500,AAPL,Technology
2020-12-09,120.99921619827668,118.32718658447266,122.37895334699282,117.56930300737729,115089200,AAPL,Technology
2020-12-10,117.08347009062476,119.74578094482422,120.35792333365181,116.7433951040976,81312200,AAPL,Technology
2020-12-11,118.95875310526962,118.93932342529297,119.27939842297663,117.13205925122674,86939800,AAPL,Technology
2020-12-14,119.12393693642923,118.32718658447266,119.85267228564851,118.09399334838469,79184500,AAPL,Technology
2020-12-15,120.81458769248664,124.25421905517578,124.27365614702585,120.610542706532,157243700,AAPL,Technology
2020-12-16,123.79755773169585,124.18621063232422,124.73033062366706,122.9716517851633,98208600,AAPL,Technology
2020-12-17,125.24530607028412,125.05097961425781,125.90603381216341,124.40968896582861,94359800,AAPL,Technology
2020-12-18,125.3036238225863,123.06883239746094,125.43965383144652,122.54414204339464,192541500,AAPL,Technology
2020-12-21,121.47533543446605,124.59432220458984,124.67205576340992,119.94984955475292,121251600,AAPL,Technology
2020-12-22,127.87847449783371,128.1408233642578,130.59908932336018,125.97403967211778,168904800,AAPL,Technology
2020-12-23,128.41289134338277,127.24691772460938,128.67522539994948,127.07201352740594,88223700,AAPL,Technology
2020-12-24,127.59667642019997,128.22824096679688,129.6760001670091,127.38291291879534,54930100,AAPL,Technology
2020-12-28,130.19099379190865,132.81443786621094,133.44600251933943,129.72459253226933,124486200,AAPL,Technology
2020-12-29,134.1359124001807,131.0460662841797,134.85492191166836,130.5310944025397,121047300,AAPL,Technology
2020-12-30,131.735898609551,129.9286346435547,132.13427742745725,129.6177004950943,96452100,AAPL,Technology
2020-12-31,130.27844532518537,128.9278564453125,130.91973597132423,127.98535756948488,99116600,AAPL,Technology
2021-01-04,129.73434606845893,125.74087524414062,129.82179076341993,123.16600852724952,143301900,AAPL,Technology
2021-01-05,125.23557674034254,127.29546356201172,128.00477652137644,124.78861261288198,97664900,AAPL,Technology
2021-01-06,124.0987683518539,123.0105209350586,127.33435496235823,122.7967573877346,155088000,AAPL,Technology
2021-01-07,124.72061661130184,127.2080307006836,127.89790663345559,124.23479308365204,109578200,AAPL,Technology
2021-01-08,128.67518495872093,128.30596923828125,128.86952618923627,126.53756485844092,105158200,AAPL,Technology
2021-01-11,125.52705803683581,125.32300567626953,126.47926779178523,124.85661934288777,100384500,AAPL,Technology
2021-01-12,124.85665049211372,125.14814758300781,126.01291289609365,123.26314986487158,91951100,AAPL,Technology
2021-01-13,125.1092658720847,127.17887878417969,127.72299874717103,124.84693184960055,88636800,AAPL,Technology
2021-01-14,127.09145562889725,125.25504302978516,127.28578210198899,125.1092870553467,90221800,AAPL,Technology
2021-01-15,125.1287334637561,123.53523254394531,126.52790789601157,123.39920252004052,111598500,AAPL,Technology
2021-01-19,124.15705738304294,124.20564270019531,125.06069683837403,123.340877429049,90757300,AAPL,Technology
2021-01-20,125.01212908230433,128.2865753173828,128.7335395413519,124.90524730001776,104319500,AAPL,Technology
2021-01-21,130.00637029637122,132.98931884765625,135.70993338633443,129.80231790485385,120150900,AAPL,Technology
2021-01-22,132.41603478545585,135.12693786621094,135.88482124174027,131.1917650617903,114459400,AAPL,Technology
2021-01-25,139.013584357772,138.86782836914062,140.97630120112478,132.66871393860882,157611700,AAPL,Technology
